rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_flatfox
2.5,67.0,1770,1590,3661,Dorfstrasse 27A,Uetendorf,2003,False,True,True,False,False,False,False,False,False,26.42,708.0,26.8,False,True,False,1770_67.0_2.5_3661_Dorfstrasse27A_Uetendorf,https://flatfox.ch/de/wohnung/dorfstrasse-27a-3661-uetendorf/545706/
3.5,83.0,1360,1160,3860,Hauptstrasse 13A,Meiringen,0,True,True,True,True,False,False,False,False,False,16.39,388.57,23.71,False,True,False,1360_83.0_3.5_3860_Hauptstrasse13A_Meiringen,https://flatfox.ch/de/wohnung/hauptstrasse-13a-3860-meiringen/602580/
4.5,117.0,3960,3960,3063,No information,Ittigen,0,True,True,False,True,False,False,False,True,True,33.85,880.0,26.0,False,False,False,3960_117.0_4.5_3063_Noinformation_Ittigen,https://flatfox.ch/de/wohnung/3063-ittigen/603599/
2.5,54.0,1315,1158,3097,Schwarzenburgstrasse 226,Bern,0,True,False,False,True,False,False,False,True,False,24.35,526.0,21.6,False,False,False,1315_54.0_2.5_3097_Schwarzenburgstrasse226_Bern,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-226-3097-bern/600768/
3.5,87.5,940,780,2740,Mercier 14,Moutier,0,True,True,True,True,False,False,False,False,True,10.74,268.57,25.0,False,False,False,940_87.5_3.5_2740_Mercier14_Moutier,https://flatfox.ch/de/wohnung/mercier-14-2740-moutier/545471/
4.5,105.0,1680,1450,2555,Brachmattstrasse 12,Brügg BE,2014,True,False,True,False,False,False,False,False,True,16.0,373.33,23.33,False,True,False,1680_105.0_4.5_2555_Brachmattstrasse12_Brügg BE,https://flatfox.ch/de/wohnung/brachmattstrasse-12-2555-brugg-be/554734/
3.5,86.0,1565,1335,3113,Bahnhofmatte 2,Rubigen,1974,True,False,True,False,False,False,False,False,True,18.2,447.14,24.57,False,True,True,1565_86.0_3.5_3113_Bahnhofmatte2_Rubigen,https://flatfox.ch/de/wohnung/bahnhofmatte-2-3113-rubigen/570109/
4.5,88.0,1286,996,4932,Kreuzfeldstrasse 55,Lotzwil,0,True,True,False,False,False,False,False,False,True,14.61,285.78,19.56,False,False,False,1286_88.0_4.5_4932_Kreuzfeldstrasse55_Lotzwil,https://flatfox.ch/de/wohnung/kreuzfeldstrasse-55-4932-lotzwil/555578/
4.0,114.0,2660,2370,3011,Marktgasse 20,Bern,0,True,False,False,False,False,False,False,False,False,23.33,665.0,28.5,False,True,False,2660_114.0_4.0_3011_Marktgasse20_Bern,https://flatfox.ch/de/wohnung/marktgasse-20-3011-bern/527096/
3.5,80.0,1800,1560,2557,Grabenstrasse 34B,Studen BE,2010,True,False,True,True,False,False,False,True,True,22.5,514.29,22.86,False,False,False,1800_80.0_3.5_2557_Grabenstrasse34B_Studen BE,https://flatfox.ch/de/wohnung/grabenstrasse-34b-2557-studen-be/554649/
2.5,67.0,1330,1170,4914,St. Urbanstrasse 36,Roggwil,0,False,False,False,False,False,False,False,True,True,19.85,532.0,26.8,False,True,False,1330_67.0_2.5_4914_StUrbanstrasse36_Roggwil,https://flatfox.ch/de/wohnung/st-urbanstrasse-36-4914-roggwil/595268/
3.0,72.0,980,720,2610,Rue de la Clef 25,St-Imier,1960,False,False,False,False,False,False,False,False,False,13.61,326.67,24.0,False,False,False,980_72.0_3.0_2610_RuedelaClef25_St-Imier,https://flatfox.ch/de/wohnung/rue-de-la-clef-25-2610-st-imier/590107/
4.5,122.0,2450,2140,3250,Hirschenplatz 8,Lyss,2022,True,False,True,True,False,True,False,True,False,20.08,544.44,27.11,False,True,False,2450_122.0_4.5_3250_Hirschenplatz8_Lyss,https://flatfox.ch/de/wohnung/hirschenplatz-8-3250-lyss/511177/
2.5,64.0,1390,1220,4912,Schmidtenweg 2,Aarwangen,2020,True,True,True,False,False,False,False,False,True,21.72,556.0,25.6,False,False,False,1390_64.0_2.5_4912_Schmidtenweg2_Aarwangen,https://flatfox.ch/de/wohnung/schmidtenweg-2-4912-aarwangen/551054/
4.5,95.0,2050,1730,3122,Sandbühlstrasse 13A,Kehrsatz,0,True,True,True,True,True,False,False,True,True,21.58,455.56,21.11,False,True,False,2050_95.0_4.5_3122_Sandbühlstrasse13A_Kehrsatz,https://flatfox.ch/de/wohnung/sandbuhlstrasse-13a-3122-kehrsatz/598214/
2.5,62.5,1180,1000,3270,Leimernweg,Aarberg,0,True,False,False,True,False,False,False,True,False,18.88,472.0,25.0,False,False,False,1180_62.5_2.5_3270_Leimernweg_Aarberg,https://flatfox.ch/de/wohnung/leimernweg-3270-aarberg/601805/
2.5,62.5,1400,1233,3027,No information,Riedbachstrasse 80  Bern,2009,True,True,True,False,True,True,False,True,False,22.4,560.0,25.0,False,False,False,1400_62.5_2.5_3027_Noinformation_Riedbachstrasse 80  Bern,https://flatfox.ch/de/wohnung/riedbachstrasse-80-3027-bern/583204/
3.0,66.0,1350,1100,2502,Spitalstrasse 13,Biel,0,True,True,False,False,False,False,False,False,True,20.45,450.0,22.0,False,False,False,1350_66.0_3.0_2502_Spitalstrasse13_Biel,https://flatfox.ch/de/wohnung/spitalstrasse-13-2502-biel/599330/
3.5,87.5,1390,1190,3177,Gantrischweg 10,Laupen,0,True,False,False,True,False,False,False,False,True,15.89,397.14,25.0,False,True,False,1390_87.5_3.5_3177_Gantrischweg10_Laupen,https://flatfox.ch/de/wohnung/gantrischweg-10-3177-laupen/570116/
1.0,30.0,1020,1020,3174,No information,Thörishaus,0,True,True,False,True,False,False,False,True,False,34.0,1020.0,30.0,False,False,False,1020_30.0_1.0_3174_Noinformation_Thörishaus,https://flatfox.ch/de/wohnung/3174-thorishaus/603588/
3.5,86.0,1860,1600,3510,Thunstrasse 19a,Konolfingen,2021,True,True,True,False,False,False,True,True,False,21.63,531.43,24.57,False,True,False,1860_86.0_3.5_3510_Thunstrasse19a_Konolfingen,https://flatfox.ch/de/wohnung/thunstrasse-19a-3510-konolfingen/359981/
1.0,28.0,820,700,3604,Eisenbahnstr. 29c,Thun,1999,True,False,False,True,False,False,False,False,False,29.29,820.0,28.0,False,True,False,820_28.0_1.0_3604_Eisenbahnstr29c_Thun,https://flatfox.ch/de/wohnung/eisenbahnstr-29c-3604-thun/601237/
4.5,114.0,1760,1460,2560,Buchenweg 2,Nidau,0,True,False,False,False,False,False,False,False,True,15.44,391.11,25.33,False,True,False,1760_114.0_4.5_2560_Buchenweg2_Nidau,https://flatfox.ch/de/wohnung/buchenweg-2-2560-nidau/545623/
2.5,57.0,1400,1170,3004,Reichenbachstrasse 120,Bern,0,False,False,True,False,False,True,False,False,False,24.56,560.0,22.8,False,True,False,1400_57.0_2.5_3004_Reichenbachstrasse120_Bern,https://flatfox.ch/de/wohnung/reichenbachstrasse-120-3004-bern/597644/
4.0,100.0,2900,2580,3012,Fellenbergstrasse 14,Bern,2016,False,False,False,False,False,False,False,True,True,29.0,725.0,25.0,False,True,False,2900_100.0_4.0_3012_Fellenbergstrasse14_Bern,https://flatfox.ch/de/wohnung/fellenbergstrasse-14-3012-bern/601258/
3.5,80.0,2400,2400,3005,No information,Bern,0,True,True,False,True,False,False,False,True,True,30.0,685.71,22.86,False,False,False,2400_80.0_3.5_3005_Noinformation_Bern,https://flatfox.ch/de/wohnung/3005-bern/603581/
4.0,100.0,1100,1100,2504,Orpundstrasse 2,Biel/Bienne,0,True,False,True,False,False,False,False,False,True,11.0,275.0,25.0,False,True,False,1100_100.0_4.0_2504_Orpundstrasse2_Biel/Bienne,https://flatfox.ch/de/wohnung/orpundstrasse-2-2504-bielbienne/603962/
3.5,83.0,1540,1340,3312,Aefligenstr. 12,Fraubrunnen,1977,True,True,False,False,False,False,False,False,True,18.55,440.0,23.71,False,False,False,1540_83.0_3.5_3312_Aefligenstr12_Fraubrunnen,https://flatfox.ch/de/wohnung/aefligenstr-12-3312-fraubrunnen/502555/
3.5,91.0,1750,1500,3098,Spühlihalde 15,Köniz,1997,False,True,True,False,False,False,False,False,True,19.23,500.0,26.0,False,True,False,1750_91.0_3.5_3098_Spühlihalde15_Köniz,https://flatfox.ch/de/wohnung/spuhlihalde-15-3098-koniz/583286/
3.0,72.0,1500,1370,3860,Obersteinstrasse 6,Meiringen,2010,True,False,False,True,False,False,False,True,False,20.83,500.0,24.0,False,True,False,1500_72.0_3.0_3860_Obersteinstrasse6_Meiringen,https://flatfox.ch/de/wohnung/obersteinstrasse-6-3860-meiringen/571018/
4.5,102.0,2030,1740,4900,Rumiweg 15d,Langenthal,2005,True,False,True,False,False,False,False,False,True,19.9,451.11,22.67,False,True,False,2030_102.0_4.5_4900_Rumiweg15d_Langenthal,https://flatfox.ch/de/wohnung/rumiweg-15d-4900-langenthal/551167/
2.5,59.0,1448,1193,3072,Bernstrasse 34b,Ostermundigen,0,False,False,False,False,False,False,False,False,False,24.54,579.2,23.6,False,True,False,1448_59.0_2.5_3072_Bernstrasse34b_Ostermundigen,https://flatfox.ch/de/wohnung/bernstrasse-34b-3072-ostermundigen/603123/
4.5,112.5,1930,1650,3098,Talbodenstrasse 84,Schliern b. Köniz,1996,True,False,True,True,False,False,False,False,True,17.16,428.89,25.0,False,True,False,1930_112.5_4.5_3098_Talbodenstrasse84_Schliern b. Köniz,https://flatfox.ch/de/wohnung/talbodenstrasse-84-3098-schliern-b-koniz/551879/
5.5,137.5,3592,3592,3076,No information,Worb,0,True,True,False,True,False,False,False,True,True,26.12,653.09,25.0,False,False,False,3592_137.5_5.5_3076_Noinformation_Worb,https://flatfox.ch/de/wohnung/3076-worb/603812/
3.5,79.0,1690,1540,3098,Schwarzenburgstrasse 231,Köniz,0,True,False,False,False,False,False,False,False,False,21.39,482.86,22.57,False,False,False,1690_79.0_3.5_3098_Schwarzenburgstrasse231_Köniz,https://flatfox.ch/de/wohnung/schwarzenburgstrasse-231-3098-koniz/592370/
4.0,103.0,1720,1430,2502,Rechbergerstrasse 1,Biel/Bienne,0,True,True,True,False,False,False,False,False,True,16.7,430.0,25.75,False,True,False,1720_103.0_4.0_2502_Rechbergerstrasse1_Biel/Bienne,https://flatfox.ch/de/wohnung/rechbergerstrasse-1-2502-bielbienne/602837/
4.5,97.0,1750,1400,4900,Oberhardstrasse 20,Langenthal,0,True,False,True,False,False,False,False,False,True,18.04,388.89,21.56,False,True,False,1750_97.0_4.5_4900_Oberhardstrasse20_Langenthal,https://flatfox.ch/de/wohnung/oberhardstrasse-20-4900-langenthal/581400/
4.5,92.0,1890,1680,3110,Jungfrauweg 14,Münsingen,0,True,True,True,True,False,False,False,True,False,20.54,420.0,20.44,False,False,False,1890_92.0_4.5_3110_Jungfrauweg14_Münsingen,https://flatfox.ch/de/wohnung/jungfrauweg-14-3110-munsingen/596165/
4.5,105.0,1850,1550,3067,Unterer Strassackerweg 3,Boll,0,True,True,False,True,False,False,False,False,True,17.62,411.11,23.33,False,True,False,1850_105.0_4.5_3067_UntererStrassackerweg3_Boll,https://flatfox.ch/de/wohnung/unterer-strassackerweg-3-3067-boll/407297/
3.5,79.0,1520,1290,2504,Südstrasse 48,Biel/Bienne,2015,True,True,True,False,False,True,False,False,True,19.24,434.29,22.57,False,True,False,1520_79.0_3.5_2504_Südstrasse48_Biel/Bienne,https://flatfox.ch/de/wohnung/sudstrasse-48-2504-bielbienne/589186/
4.0,91.0,1469,1240,3302,Schulhausstr. 11,Moosseedorf,1975,True,False,False,False,False,False,False,False,True,16.14,367.25,22.75,False,True,True,1469_91.0_4.0_3302_Schulhausstr11_Moosseedorf,https://flatfox.ch/de/wohnung/schulhausstr-11-3302-moosseedorf/469968/
4.5,112.5,1670,1500,3400,Felseggstrasse 1,Burgdorf,0,False,False,False,False,False,False,False,False,True,14.84,371.11,25.0,False,False,False,1670_112.5_4.5_3400_Felseggstrasse1_Burgdorf,https://flatfox.ch/de/wohnung/felseggstrasse-1-3400-burgdorf/570148/
3.5,76.0,1275,1085,2560,Lyss-Strasse 71,Nidau,1973,True,True,True,False,False,False,False,False,False,16.78,364.29,21.71,False,True,False,1275_76.0_3.5_2560_Lyss-Strasse71_Nidau,https://flatfox.ch/de/wohnung/lyss-strasse-71-2560-nidau/512077/
3.5,71.0,1400,1200,2503,Ländtestrasse 51,Biel/Bienne,0,False,True,True,False,False,False,False,False,False,19.72,400.0,20.29,False,True,False,1400_71.0_3.5_2503_Ländtestrasse51_Biel/Bienne,https://flatfox.ch/de/wohnung/landtestrasse-51-2503-bielbienne/462076/
3.5,63.0,1390,1210,3302,Längenbühlstrasse 3,Moosseedorf,1971,True,False,False,False,False,False,False,False,False,22.06,397.14,18.0,False,True,False,1390_63.0_3.5_3302_Längenbühlstrasse3_Moosseedorf,https://flatfox.ch/de/wohnung/langenbuhlstrasse-3-3302-moosseedorf/585868/
3.0,74.0,1565,1345,3603,Siedlungsstrasse 14A,Thun,0,True,True,False,True,False,False,False,False,True,21.15,521.67,24.67,False,True,True,1565_74.0_3.0_3603_Siedlungsstrasse14A_Thun,https://flatfox.ch/de/wohnung/siedlungsstrasse-14a-3603-thun/582246/
3.5,81.0,1610,1360,3072,Flurweg 12,Ostermundigen,1980,True,False,False,False,False,False,False,False,True,19.88,460.0,23.14,False,True,False,1610_81.0_3.5_3072_Flurweg12_Ostermundigen,https://flatfox.ch/de/wohnung/flurweg-12-3072-ostermundigen/509779/
1.0,66.0,1590,1480,3072,Untere Zollgasse 5,Ostermundigen,0,True,False,False,False,False,False,False,False,True,24.09,1590.0,66.0,False,False,False,1590_66.0_1.0_3072_UntereZollgasse5_Ostermundigen,https://flatfox.ch/de/wohnung/untere-zollgasse-5-3072-ostermundigen/552266/
2.5,65.0,1320,1130,4914,Kastanienweg 2,Roggwil BE,2019,False,True,True,True,True,False,True,True,True,20.31,528.0,26.0,False,False,False,1320_65.0_2.5_4914_Kastanienweg2_Roggwil BE,https://flatfox.ch/de/wohnung/kastanienweg-2-4914-roggwil-be/552645/
4.5,90.0,1000,881,3098,Dorfbachstrasse 58,Köniz,0,True,False,False,False,False,False,False,False,False,11.11,222.22,20.0,False,False,False,1000_90.0_4.5_3098_Dorfbachstrasse58_Köniz,https://flatfox.ch/de/wohnung/dorfbachstrasse-58-3098-koniz/593466/
4.5,98.0,1730,1480,3510,Bodenackerweg 4,Konolfingen,0,True,False,False,False,False,False,False,False,False,17.65,384.44,21.78,False,True,False,1730_98.0_4.5_3510_Bodenackerweg4_Konolfingen,https://flatfox.ch/de/wohnung/bodenackerweg-4-3510-konolfingen/597634/
4.5,97.0,1670,1400,4900,Oberhardstrasse 16a,Langenthal,0,True,False,True,False,False,False,False,False,True,17.22,371.11,21.56,False,True,False,1670_97.0_4.5_4900_Oberhardstrasse16a_Langenthal,https://flatfox.ch/de/wohnung/oberhardstrasse-16a-4900-langenthal/599655/
3.5,67.0,1140,920,2543,Denkmalweg 38,Lengnau BE,2003,True,True,False,True,False,False,False,False,False,17.01,325.71,19.14,False,False,False,1140_67.0_3.5_2543_Denkmalweg38_Lengnau BE,https://flatfox.ch/de/wohnung/denkmalweg-38-2543-lengnau-be/505550/
2.5,66.0,1640,1400,3067,Rämelgässli 84/86/88,Boll,2018,True,True,True,False,False,False,False,True,True,24.85,656.0,26.4,False,True,False,1640_66.0_2.5_3067_Rämelgässli84/86/88_Boll,https://flatfox.ch/de/wohnung/ramelgassli-848688-3067-boll/601057/
2.5,50.0,1525,1375,3172,Papillonallee 9-21,Niederwangen b. Bern,2022,True,True,True,True,False,True,True,True,False,30.5,610.0,20.0,False,False,False,1525_50.0_2.5_3172_Papillonallee9-21_Niederwangen b. Bern,https://flatfox.ch/de/wohnung/papillonallee-9-21-3172-niederwangen-b-bern/530761/
2.5,57.0,1370,1250,3263,Bielstrasse 2,Büetigen,2015,True,False,False,False,False,False,False,False,False,24.04,548.0,22.8,False,False,False,1370_57.0_2.5_3263_Bielstrasse2_Büetigen,https://flatfox.ch/de/wohnung/bielstrasse-2-3263-buetigen/516581/
3.5,79.0,1536,1301,3048,Altikofenstrasse 8,Worblaufen,0,True,False,False,False,False,False,False,False,False,19.44,438.86,22.57,False,True,False,1536_79.0_3.5_3048_Altikofenstrasse8_Worblaufen,https://flatfox.ch/de/wohnung/altikofenstrasse-8-3048-worblaufen/420913/
4.5,109.0,2990,2630,3074,Waldriedstrasse 1,Muri,2019,True,False,False,True,False,False,False,False,True,27.43,664.44,24.22,False,False,False,2990_109.0_4.5_3074_Waldriedstrasse1_Muri,https://flatfox.ch/de/wohnung/waldriedstrasse-1-3074-muri/602773/
2.5,67.0,1350,1180,2560,Lyssstr. 1,Nidau,2014,True,True,True,True,True,False,False,True,False,20.15,540.0,26.8,False,True,False,1350_67.0_2.5_2560_Lyssstr1_Nidau,https://flatfox.ch/de/wohnung/lyssstr-1-2560-nidau/594892/
2.0,55.0,1745,1575,3007,Eigerstr. 60,Bern,1967,True,True,True,False,False,True,False,False,True,31.73,872.5,27.5,False,True,False,1745_55.0_2.0_3007_Eigerstr60_Bern,https://flatfox.ch/de/wohnung/eigerstr-60-3007-bern/593220/
3.5,68.0,1590,1350,3098,Schlossstrasse 21,Köniz,2021,True,True,False,False,False,False,False,False,True,23.38,454.29,19.43,False,True,False,1590_68.0_3.5_3098_Schlossstrasse21_Köniz,https://flatfox.ch/de/wohnung/schlossstrasse-21-3098-koniz/598438/
1.5,38.0,1340,1180,3007,Schwarztorstrasse 36,Bern,2021,True,True,True,True,False,False,False,False,False,35.26,893.33,25.33,False,True,False,1340_38.0_1.5_3007_Schwarztorstrasse36_Bern,https://flatfox.ch/de/wohnung/schwarztorstrasse-36-3007-bern/600051/
4.5,120.0,1910,1630,3608,Hagacherweg 8,Thun,1994,True,True,False,False,False,False,False,False,False,15.92,424.44,26.67,False,True,False,1910_120.0_4.5_3608_Hagacherweg8_Thun,https://flatfox.ch/de/wohnung/hagacherweg-8-3608-thun/601413/
2.5,62.5,1120,930,4704,Sagimattweg 5,Niederbipp,0,True,True,False,False,False,False,False,False,False,17.92,448.0,25.0,False,True,False,1120_62.5_2.5_4704_Sagimattweg5_Niederbipp,https://flatfox.ch/de/wohnung/sagimattweg-5-4704-niederbipp/546597/
2.5,70.0,2990,2990,3011,No information,Bern,0,True,True,True,True,False,False,False,True,True,42.71,1196.0,28.0,False,True,False,2990_70.0_2.5_3011_Noinformation_Bern,https://flatfox.ch/de/wohnung/3011-bern/603583/
4.5,105.0,2040,1750,3052,Alpenstrasse 59,Zollikofen,0,False,True,False,False,False,False,False,False,True,19.43,453.33,23.33,False,True,False,2040_105.0_4.5_3052_Alpenstrasse59_Zollikofen,https://flatfox.ch/de/wohnung/alpenstrasse-59-3052-zollikofen/544286/
3.5,76.0,1385,1145,4900,Waldhofstrasse 26,Langenthal,0,True,False,False,False,False,False,False,False,True,18.22,395.71,21.71,False,True,False,1385_76.0_3.5_4900_Waldhofstrasse26_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-26-4900-langenthal/538198/
2.5,53.0,1420,1200,3018,Waldmeisterstrasse 44,Bern,0,True,False,False,False,False,False,False,False,True,26.79,568.0,21.2,False,False,False,1420_53.0_2.5_3018_Waldmeisterstrasse44_Bern,https://flatfox.ch/de/wohnung/waldmeisterstrasse-44-3018-bern/570139/
2.5,72.0,1430,1230,4912,Schmidtenweg 4,Aarwangen,2020,True,True,True,False,False,True,True,False,True,19.86,572.0,28.8,False,False,False,1430_72.0_2.5_4912_Schmidtenweg4_Aarwangen,https://flatfox.ch/de/wohnung/schmidtenweg-4-4912-aarwangen/589836/
3.5,95.0,1816,1600,3011,Brunngasse 48,Bern,0,False,False,False,False,False,False,False,False,True,19.12,518.86,27.14,False,False,False,1816_95.0_3.5_3011_Brunngasse48_Bern,https://flatfox.ch/de/wohnung/brunngasse-48-3011-bern/603380/
3.0,75.0,1150,1013,3427,No information,Utzenstorf,0,False,False,False,True,False,False,False,True,False,15.33,383.33,25.0,False,False,False,1150_75.0_3.0_3427_Noinformation_Utzenstorf,https://flatfox.ch/de/wohnung/3427-utzenstorf/587447/
5.5,138.0,1930,1650,2557,Gassackerweg 8,Studen,0,True,False,True,False,False,False,False,False,True,13.99,350.91,25.09,False,True,False,1930_138.0_5.5_2557_Gassackerweg8_Studen,https://flatfox.ch/de/wohnung/gassackerweg-8-2557-studen/592327/
4.5,96.0,1900,1650,3400,Hofgutweg 12,Burgdorf,1984,True,True,False,True,False,False,False,False,False,19.79,422.22,21.33,False,True,False,1900_96.0_4.5_3400_Hofgutweg12_Burgdorf,https://flatfox.ch/de/wohnung/hofgutweg-12-3400-burgdorf/582823/
4.5,112.0,1980,1700,3067,Unterer Strassackerweg 5,Boll,0,False,True,False,True,False,False,False,False,True,17.68,440.0,24.89,False,True,False,1980_112.0_4.5_3067_UntererStrassackerweg5_Boll,https://flatfox.ch/de/wohnung/unterer-strassackerweg-5-3067-boll/542278/
2.0,59.0,1130,980,4900,Waldhofstrasse 14,Langenthal,0,True,False,False,False,False,False,False,False,True,19.15,565.0,29.5,False,True,False,1130_59.0_2.0_4900_Waldhofstrasse14_Langenthal,https://flatfox.ch/de/wohnung/waldhofstrasse-14-4900-langenthal/522305/
2.0,63.0,1300,1150,3007,Landoltstrasse 60,Bern,1957,True,False,False,False,False,False,False,False,False,20.63,650.0,31.5,False,True,False,1300_63.0_2.0_3007_Landoltstrasse60_Bern,https://flatfox.ch/de/wohnung/landoltstrasse-60-3007-bern/587286/
2.5,70.0,1645,1440,3506,Bernstrasse 1,Grosshöchstetten,2019,True,False,False,False,False,False,False,True,True,23.5,658.0,28.0,False,False,False,1645_70.0_2.5_3506_Bernstrasse1_Grosshöchstetten,https://flatfox.ch/de/wohnung/bernstrasse-1-3506-grosshochstetten/478572/
2.0,50.0,965,850,3007,Tscharnerstrasse 32,Bern,0,True,False,False,True,False,False,False,True,False,19.3,482.5,25.0,False,False,False,965_50.0_2.0_3007_Tscharnerstrasse32_Bern,https://flatfox.ch/de/wohnung/tscharnerstrasse-32-3007-bern/592111/
4.5,93.0,1655,1390,4922,Südstrasse 12,Bützberg,0,True,False,False,True,False,False,False,False,False,17.8,367.78,20.67,False,True,False,1655_93.0_4.5_4922_Südstrasse12_Bützberg,https://flatfox.ch/de/wohnung/sudstrasse-12-4922-butzberg/473473/
3.0,75.0,1380,1120,3303,Friedhofweg 10,Jegenstorf,0,True,False,False,True,False,False,False,False,True,18.4,460.0,25.0,False,True,False,1380_75.0_3.0_3303_Friedhofweg10_Jegenstorf,https://flatfox.ch/de/wohnung/friedhofweg-10-3303-jegenstorf/592961/
4.5,92.0,1690,1490,3053,Bodenackerweg 10,Münchenbuchsee,1970,True,False,False,False,False,False,False,False,True,18.37,375.56,20.44,False,True,True,1690_92.0_4.5_3053_Bodenackerweg10_Münchenbuchsee,https://flatfox.ch/de/wohnung/bodenackerweg-10-3053-munchenbuchsee/583384/
2.0,50.0,1400,1240,3097,Fuchsweg 1,Liebefeld,2020,True,True,False,False,False,False,False,True,False,28.0,700.0,25.0,False,False,False,1400_50.0_2.0_3097_Fuchsweg1_Liebefeld,https://flatfox.ch/de/wohnung/fuchsweg-1-3097-liebefeld/592048/
3.5,74.0,1660,1400,4912,Wiesenstrasse 36,Aarwangen,2019,True,True,True,False,False,False,False,False,False,22.43,474.29,21.14,False,False,False,1660_74.0_3.5_4912_Wiesenstrasse36_Aarwangen,https://flatfox.ch/de/wohnung/wiesenstrasse-36-4912-aarwangen/579295/
3.5,100.0,2000,1630,3322,Holzgasse 27,Urtenen-Schönbühl,1984,False,True,False,False,False,False,False,False,False,20.0,571.43,28.57,False,True,True,2000_100.0_3.5_3322_Holzgasse27_Urtenen-Schönbühl,https://flatfox.ch/de/wohnung/holzgasse-27-3322-urtenen-schonbuhl/371774/
