rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,price_sqrm,room_price,avg_room_size,quiet_neighboorhood,parcet,family_child_friendly,apt_id,url_homegate
5.5,121.0,2264,1934,0,Aemmenmattstrasse 9,Belp,2017,True,False,False,True,False,False,False,False,False,18.71,411.64,22.0,False,False,False,2264_121.0_5.5_0_Aemmenmattstrasse9_Belp,https://www.homegate.ch/mieten/3001832773
4.5,111.0,2570,2220,0,Baumgartenstrasse 15,Belp,2011,True,False,True,True,False,False,False,True,False,23.15,571.11,24.67,False,False,False,2570_111.0_4.5_0_Baumgartenstrasse15_Belp,https://www.homegate.ch/mieten/3001849760
3.5,0.0,1510,1270,0,Freiburgstrasse 125a,Bern,0,True,False,False,False,False,False,False,False,False,0.0,431.43,0.0,False,False,False,1510_0.0_3.5_0_Freiburgstrasse125a_Bern,https://www.homegate.ch/mieten/3001863558
2.5,61.0,1300,1100,0,Oberer Aareggweg 62,Bern,1947,False,False,True,False,False,False,False,False,False,21.31,520.0,24.4,False,False,False,1300_61.0_2.5_0_ObererAareggweg62_Bern,https://www.homegate.ch/mieten/3001871786
2.0,50.0,1320,1150,0,Tiefenaustrasse 143,Bern,0,False,False,False,False,False,False,False,False,False,26.4,660.0,25.0,False,False,False,1320_50.0_2.0_0_Tiefenaustrasse143_Bern,https://www.homegate.ch/mieten/3001709183
2.5,57.0,1400,1170,0,Reichenbachstrasse 120,Bern,0,False,False,True,False,False,False,False,False,False,24.56,560.0,22.8,False,False,False,1400_57.0_2.5_0_Reichenbachstrasse120_Bern,https://www.homegate.ch/mieten/3001841928
2.5,60.0,1430,1200,0,Reichenbachstrasse 120,Bern,0,False,False,True,False,False,False,False,False,False,23.83,572.0,24.0,False,False,False,1430_60.0_2.5_0_Reichenbachstrasse120_Bern,https://www.homegate.ch/mieten/3001841923
2.5,65.0,1540,1300,0,Hintere Engehaldestrasse 12,Bern,1991,False,False,True,False,False,False,False,False,False,23.69,616.0,26.0,False,False,False,1540_65.0_2.5_0_HintereEngehaldestrasse12_Bern,https://www.homegate.ch/mieten/3001786446
2.5,86.0,1625,1465,0,Hintere Engehaldestrasse 12,Bern,1991,False,False,True,False,False,False,False,False,False,18.9,650.0,34.4,False,False,False,1625_86.0_2.5_0_HintereEngehaldestrasse12_Bern,https://www.homegate.ch/mieten/3001745352
3.0,62.0,1650,1460,0,Tiefenaustrasse 141,Bern,0,False,False,False,False,False,False,False,False,False,26.61,550.0,20.67,False,False,False,1650_62.0_3.0_0_Tiefenaustrasse141_Bern,https://www.homegate.ch/mieten/3001773076
3.5,104.0,1890,1660,0,Hintere Engehaldestrasse 12,Bern,1991,False,False,True,False,False,False,False,True,False,18.17,540.0,29.71,False,False,False,1890_104.0_3.5_0_HintereEngehaldestrasse12_Bern,https://www.homegate.ch/mieten/3001810341
4.5,102.0,2290,2290,0,Engerain 44,Bern,2004,True,False,False,True,False,False,False,False,False,22.45,508.89,22.67,False,False,False,2290_102.0_4.5_0_Engerain44_Bern,https://www.homegate.ch/mieten/3001871775
4.5,0.0,2640,2400,0,Reichenbachstrasse 79,Bern,0,True,False,False,False,False,False,False,False,False,0.0,586.67,0.0,False,False,False,2640_0.0_4.5_0_Reichenbachstrasse79_Bern,https://www.homegate.ch/mieten/3001855665
1.5,25.0,1560,1300,0,Aegertenstrasse 53,Bern,1954,False,False,True,False,False,False,False,True,False,62.4,1040.0,16.67,False,False,False,1560_25.0_1.5_0_Aegertenstrasse53_Bern,https://www.homegate.ch/mieten/3000930436
3.5,0.0,2300,2050,0,Jubiläumsstrasse 88,Bern,0,True,True,False,False,False,False,False,False,False,0.0,657.14,0.0,False,False,False,2300_0.0_3.5_0_Jubiläumsstrasse88_Bern,https://www.homegate.ch/mieten/3001863673
4.5,120.0,2750,2450,0,Thunstrasse 31,Bern,0,False,False,False,False,False,False,False,True,False,22.92,611.11,26.67,False,False,False,2750_120.0_4.5_0_Thunstrasse31_Bern,https://www.homegate.ch/mieten/3001838701
1.0,0.0,594,534,0,Pulverweg 42,Bern,0,False,False,False,False,False,False,False,False,False,0.0,594.0,0.0,False,False,False,594_0.0_1.0_0_Pulverweg42_Bern,https://www.homegate.ch/mieten/3001832959
1.5,0.0,770,645,0,Pulverweg 40,Bern,0,False,False,True,False,False,False,False,False,False,0.0,513.33,0.0,False,False,False,770_0.0_1.5_0_Pulverweg40_Bern,https://www.homegate.ch/mieten/3001832958
2.0,0.0,1020,820,0,Ostermundigenstrasse 42,Bern,0,False,False,False,False,False,False,False,False,False,0.0,510.0,0.0,False,False,False,1020_0.0_2.0_0_Ostermundigenstrasse42_Bern,https://www.homegate.ch/mieten/3001837546
2.0,47.0,1250,1050,0,Ostring 77,Bern,1945,False,True,False,False,False,False,False,False,False,26.6,625.0,23.5,False,False,False,1250_47.0_2.0_0_Ostring77_Bern,https://www.homegate.ch/mieten/3001867654
2.0,47.0,1250,1050,0,Ostring 77,Bern,1945,False,True,False,False,False,False,False,False,False,26.6,625.0,23.5,False,False,False,1250_47.0_2.0_0_Ostring77_Bern_1,https://www.homegate.ch/mieten/3001867652
3.0,69.0,1350,1170,0,Egelgasse 66,Bern,1943,True,False,True,False,False,False,False,False,False,19.57,450.0,23.0,False,False,False,1350_69.0_3.0_0_Egelgasse66_Bern,https://www.homegate.ch/mieten/3001846891
2.0,45.0,1370,1200,0,Giacomettistrasse 8,Bern,0,True,False,True,False,False,False,False,False,False,30.44,685.0,22.5,False,False,False,1370_45.0_2.0_0_Giacomettistrasse8_Bern,https://www.homegate.ch/mieten/3001845475
2.5,73.0,1390,1190,0,Ostring 21,Bern,1989,True,True,False,False,False,False,False,False,False,19.04,556.0,29.2,False,False,False,1390_73.0_2.5_0_Ostring21_Bern,https://www.homegate.ch/mieten/3001668605
2.5,55.0,1400,1200,0,Sonnenhofweg 15,Bern,1939,False,False,False,False,False,False,False,False,False,25.45,560.0,22.0,False,False,False,1400_55.0_2.5_0_Sonnenhofweg15_Bern,https://www.homegate.ch/mieten/3001733273
2.0,0.0,1450,1250,0,Sonnenhofweg 4,Bern,0,True,False,False,False,False,False,False,False,False,0.0,725.0,0.0,False,False,False,1450_0.0_2.0_0_Sonnenhofweg4_Bern,https://www.homegate.ch/mieten/3001605372
3.0,61.0,1470,1270,0,Mittelholzerstrasse 12,Bern,1948,True,False,False,False,False,False,False,False,False,24.1,490.0,20.33,False,False,False,1470_61.0_3.0_0_Mittelholzerstrasse12_Bern,https://www.homegate.ch/mieten/3001864971
2.0,55.0,1470,1280,0,Sonnenhofweg 25,Bern,1940,True,False,False,False,False,False,False,False,False,26.73,735.0,27.5,False,False,False,1470_55.0_2.0_0_Sonnenhofweg25_Bern,https://www.homegate.ch/mieten/3001852367
3.5,0.0,1645,1385,0,Libellenweg 28,Bern,1957,False,False,False,False,False,False,False,False,False,0.0,470.0,0.0,False,False,False,1645_0.0_3.5_0_Libellenweg28_Bern,https://www.homegate.ch/mieten/3001848655
3.0,76.0,1645,1445,0,Ankerstrasse 27,Bern,1996,True,True,False,False,False,False,False,False,False,21.64,548.33,25.33,False,False,False,1645_76.0_3.0_0_Ankerstrasse27_Bern,https://www.homegate.ch/mieten/3001658317
3.5,78.0,1880,1650,0,Buristr. 8,Bern,1967,True,True,False,False,False,False,False,False,False,24.1,537.14,22.29,False,False,False,1880_78.0_3.5_0_Buristr.8_Bern,https://www.homegate.ch/mieten/3001865033
4.5,96.0,2150,1860,0,Buristr. 10,Bern,1967,True,True,False,False,False,False,False,False,False,22.4,477.78,21.33,False,False,False,2150_96.0_4.5_0_Buristr.10_Bern,https://www.homegate.ch/mieten/3001819986
4.5,103.0,2150,1800,0,Burgernzielweg 16,Bern,1991,True,True,True,False,False,False,False,False,False,20.87,477.78,22.89,False,False,False,2150_103.0_4.5_0_Burgernzielweg16_Bern,https://www.homegate.ch/mieten/3001850312
3.0,0.0,2190,2000,0,Nelkenweg 3,Bern,0,True,False,False,False,False,False,False,False,False,0.0,730.0,0.0,False,False,False,2190_0.0_3.0_0_Nelkenweg3_Bern,https://www.homegate.ch/mieten/3001744894
3.5,90.0,2200,1900,0,No information,Bern,0,False,False,False,False,False,False,False,False,False,24.44,628.57,25.71,False,False,False,2200_90.0_3.5_0_Noinformation_Bern,https://www.homegate.ch/mieten/3001819758
3.0,0.0,2390,2200,0,Nelkenweg 3,Bern,0,False,False,False,False,False,False,False,False,False,0.0,796.67,0.0,False,False,False,2390_0.0_3.0_0_Nelkenweg3_Bern,https://www.homegate.ch/mieten/3001744890
4.0,93.0,2600,2400,0,Gryphenhübeliweg 26,Bern,2022,True,False,False,False,False,False,False,False,False,27.96,650.0,23.25,False,False,False,2600_93.0_4.0_0_Gryphenhübeliweg26_Bern,https://www.homegate.ch/mieten/3001639442
4.5,104.0,2800,2560,0,Bitziusstrasse 51,Bern,1937,True,False,False,True,False,False,False,True,False,26.92,622.22,23.11,False,False,False,2800_104.0_4.5_0_Bitziusstrasse51_Bern,https://www.homegate.ch/mieten/3001776869
5.5,148.0,2850,2440,0,Bolligenstr.28b,Bern,0,False,True,False,False,False,False,False,False,False,19.26,518.18,26.91,False,False,False,2850_148.0_5.5_0_Bolligenstr.28b_Bern,https://www.homegate.ch/mieten/3001866817
4.0,114.0,3200,2900,0,Liebeggweg 10,Bern,2015,True,False,False,False,False,False,False,False,False,28.07,800.0,28.5,False,False,False,3200_114.0_4.0_0_Liebeggweg10_Bern,https://www.homegate.ch/mieten/3001861908
4.5,0.0,4200,3600,0,Hesseweg 10,Bern,0,False,False,True,False,False,False,False,True,False,0.0,933.33,0.0,False,False,False,4200_0.0_4.5_0_Hesseweg10_Bern,https://www.homegate.ch/mieten/3001855789
4.5,129.0,5210,4800,0,Hostettlerweg 2,Bern,2016,True,True,True,False,False,False,False,True,False,40.39,1157.78,28.67,False,False,False,5210_129.0_4.5_0_Hostettlerweg2_Bern,https://www.homegate.ch/mieten/3001826082
1.0,24.0,860,780,0,Scheuermattweg 10,Bern,2006,True,True,False,False,False,False,False,False,False,35.83,860.0,24.0,False,False,False,860_24.0_1.0_0_Scheuermattweg10_Bern,https://www.homegate.ch/mieten/3001867836
1.0,26.0,900,760,0,Rosenweg 40,Bern,0,False,False,False,False,False,False,False,False,False,34.62,900.0,26.0,False,False,False,900_26.0_1.0_0_Rosenweg40_Bern,https://www.homegate.ch/mieten/3001828387
1.0,32.0,910,770,0,Chutzenstrasse 66,Bern,1993,True,False,False,False,False,False,False,False,False,28.44,910.0,32.0,False,False,False,910_32.0_1.0_0_Chutzenstrasse66_Bern,https://www.homegate.ch/mieten/3001862032
1.0,31.0,920,760,0,Zieglerstrasse 36,Bern,1970,True,False,True,True,False,False,False,False,False,29.68,920.0,31.0,False,False,False,920_31.0_1.0_0_Zieglerstrasse36_Bern,https://www.homegate.ch/mieten/3001862030
1.0,25.0,1000,1000,0,Sulgenauweg 24,Bern,0,False,False,False,False,False,False,False,True,False,40.0,1000.0,25.0,False,False,False,1000_25.0_1.0_0_Sulgenauweg24_Bern,https://www.homegate.ch/mieten/3001844631
1.5,37.0,1290,1170,0,Schwarztorstr. 36,Bern,1977,False,False,True,False,False,False,False,False,False,34.86,860.0,24.67,False,False,False,1290_37.0_1.5_0_Schwarztorstr.36_Bern,https://www.homegate.ch/mieten/3001860729
3.0,0.0,1346,1346,0,Belpstrasse 41,Bern,0,False,False,True,False,False,False,False,False,False,0.0,448.67,0.0,False,False,False,1346_0.0_3.0_0_Belpstrasse41_Bern,https://www.homegate.ch/mieten/3001868412
2.5,65.0,1390,1160,0,Morillonstr. 40,Bern,1934,True,False,True,False,False,False,False,False,False,21.38,556.0,26.0,False,False,False,1390_65.0_2.5_0_Morillonstr.40_Bern,https://www.homegate.ch/mieten/3001667439
3.0,70.0,1400,1400,0,Schwarztorstrasse 122,Bern,0,False,True,True,False,False,False,False,False,False,20.0,466.67,23.33,False,False,False,1400_70.0_3.0_0_Schwarztorstrasse122_Bern,https://www.homegate.ch/mieten/3001859355
2.0,48.0,1410,1230,0,Seftigenstrasse 44,Bern,0,False,True,False,False,False,False,False,False,False,29.38,705.0,24.0,False,False,False,1410_48.0_2.0_0_Seftigenstrasse44_Bern,https://www.homegate.ch/mieten/3001686414
2.0,43.0,1415,1225,0,Eigerstr. 58,Bern,1967,False,True,True,False,False,False,False,False,False,32.91,707.5,21.5,False,False,False,1415_43.0_2.0_0_Eigerstr.58_Bern,https://www.homegate.ch/mieten/3001773192
2.5,50.0,1425,1205,0,Brunnmattstrasse 20 A,Bern,1974,True,False,True,False,False,False,False,False,False,28.5,570.0,20.0,False,False,False,1425_50.0_2.5_0_Brunnmattstrasse20A_Bern,https://www.homegate.ch/mieten/3001802282
2.0,46.0,1450,1270,0,Belpstrasse 15,Bern,1941,True,False,False,False,False,False,False,False,False,31.52,725.0,23.0,False,False,False,1450_46.0_2.0_0_Belpstrasse15_Bern,https://www.homegate.ch/mieten/3001795189
3.0,82.0,1470,1240,0,Blockweg 8,Bern,1983,True,True,True,False,False,False,False,False,False,17.93,490.0,27.33,False,False,False,1470_82.0_3.0_0_Blockweg8_Bern,https://www.homegate.ch/mieten/3001857902
2.5,61.0,1585,1400,0,Friedeckweg 8,Bern,1929,True,False,False,False,False,False,False,False,False,25.98,634.0,24.4,False,False,False,1585_61.0_2.5_0_Friedeckweg8_Bern,https://www.homegate.ch/mieten/3001842109
3.0,75.0,1650,1450,0,Beaumontweg 36,Bern,0,False,True,False,False,False,False,False,False,False,22.0,550.0,25.0,False,False,False,1650_75.0_3.0_0_Beaumontweg36_Bern,https://www.homegate.ch/mieten/3001855463
2.5,65.0,1650,1650,0,Belpstrasse 49,Bern,2015,True,False,False,False,False,False,False,False,False,25.38,660.0,26.0,False,False,False,1650_65.0_2.5_0_Belpstrasse49_Bern,https://www.homegate.ch/mieten/3001861252
2.5,62.0,1690,1510,0,Schwarztorstr. 36,Bern,1977,False,False,True,False,False,False,False,False,False,27.26,676.0,24.8,False,False,False,1690_62.0_2.5_0_Schwarztorstr.36_Bern,https://www.homegate.ch/mieten/3001866056
4.0,85.0,1790,1790,0,Eigerstrasse 74,Bern,0,True,False,True,False,False,False,False,False,False,21.06,447.5,21.25,False,False,False,1790_85.0_4.0_0_Eigerstrasse74_Bern,https://www.homegate.ch/mieten/3001870753
3.5,78.0,1820,1820,0,Landoltstrasse 28,Bern,0,True,False,False,False,False,False,False,False,False,23.33,520.0,22.29,False,False,False,1820_78.0_3.5_0_Landoltstrasse28_Bern,https://www.homegate.ch/mieten/3001820216
3.5,101.0,1850,1450,0,Chutzenstrasse 58,Bern,2015,False,True,False,False,False,False,False,False,False,18.32,528.57,28.86,False,False,False,1850_101.0_3.5_0_Chutzenstrasse58_Bern,https://www.homegate.ch/mieten/3001811880
1.0,57.0,1850,1650,0,Mühlemattstrasse 57,Bern,0,False,False,True,False,False,False,False,False,False,32.46,1850.0,57.0,False,False,False,1850_57.0_1.0_0_Mühlemattstrasse57_Bern,https://www.homegate.ch/mieten/3001841932
3.0,83.0,1895,1650,0,Monbijoustrasse 75,Bern,1938,True,False,True,False,False,False,False,False,False,22.83,631.67,27.67,False,False,False,1895_83.0_3.0_0_Monbijoustrasse75_Bern,https://www.homegate.ch/mieten/3001867091
2.5,0.0,1931,1631,0,Sulgeneckstrasse 38,Bern,1976,False,False,True,False,False,False,False,True,False,0.0,772.4,0.0,False,False,False,1931_0.0_2.5_0_Sulgeneckstrasse38_Bern,https://www.homegate.ch/mieten/3001822383
3.0,0.0,1940,1740,0,Pestalozzistrasse 24,Bern,0,True,True,False,False,False,False,False,False,False,0.0,646.67,0.0,False,False,False,1940_0.0_3.0_0_Pestalozzistrasse24_Bern,https://www.homegate.ch/mieten/3001861187
4.0,81.0,1950,1650,0,Brunnmattstrasse 65,Bern,0,True,False,False,False,False,False,False,False,False,24.07,487.5,20.25,False,False,False,1950_81.0_4.0_0_Brunnmattstrasse65_Bern,https://www.homegate.ch/mieten/3001859681
3.5,0.0,1990,1690,0,Weissenbühlweg 40 C/D,Bern,2000,False,False,True,False,False,False,False,False,False,0.0,568.57,0.0,False,False,False,1990_0.0_3.5_0_Weissenbühlweg40C/D_Bern,https://www.homegate.ch/mieten/3001744845
3.5,82.0,1990,1700,0,Weissenbühlweg 40 A,Bern,2000,True,False,True,False,False,False,False,False,False,24.27,568.57,23.43,False,False,False,1990_82.0_3.5_0_Weissenbühlweg40A_Bern,https://www.homegate.ch/mieten/3001744879
